service_item_code_id,service_type_code,service_item_code,service_item_name,service_synthetic_unit,service_calculation_unit,service_start_date,service_end_date,service_kind,service_calcinfo_1,service_calcinfo_2,service_calcinfo_3,service_calcinfo_4,service_calcinfo_5,reserve1,reserve2,reserve3,reserve4,rank,classification_support_limit_flg,synthetic_unit_input_flg
520,33,2341,外部通所リハⅢ１１１,318,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
521,33,2342,外部通所リハⅢ１１２,346,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
522,33,2343,外部通所リハⅢ１１３,370,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
523,33,2344,外部通所リハⅢ１１４,397,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
524,33,2345,外部通所リハⅢ１１５,422,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
525,33,1961,外部通所リハⅢ１２１,331,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
526,33,1962,外部通所リハⅢ１２２,381,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
527,33,1963,外部通所リハⅢ１２３,429,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
528,33,1964,外部通所リハⅢ１２４,478,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
529,33,1965,外部通所リハⅢ１２５,527,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
530,33,1911,外部通所リハⅢ１３１,419,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
531,33,1912,外部通所リハⅢ１３２,488,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
532,33,1913,外部通所リハⅢ１３３,554,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
533,33,1914,外部通所リハⅢ１３４,639,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
534,33,1915,外部通所リハⅢ１３５,725,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
535,33,1921,外部通所リハⅢ１４１,468,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
536,33,1922,外部通所リハⅢ１４２,545,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
537,33,1923,外部通所リハⅢ１４３,620,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
538,33,1924,外部通所リハⅢ１４４,716,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
539,33,1925,外部通所リハⅢ１４５,812,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
540,33,1926,外部通所リハⅢ１５１,521,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
541,33,1927,外部通所リハⅢ１５２,618,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
542,33,1928,外部通所リハⅢ１５３,714,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
543,33,1929,外部通所リハⅢ１５４,827,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
544,33,1946,外部通所リハⅢ１５５,939,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
545,33,1931,外部通所リハⅢ１６１,603,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
546,33,1932,外部通所リハⅢ１６２,717,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
547,33,1933,外部通所リハⅢ１６３,827,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
548,33,1934,外部通所リハⅢ１６４,959,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
549,33,1935,外部通所リハⅢ１６５,1090,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
550,33,1936,外部通所リハⅢ１７１,637,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
551,33,1937,外部通所リハⅢ１７２,757,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
552,33,1938,外部通所リハⅢ１７３,876,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
553,33,1939,外部通所リハⅢ１７４,1016,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
554,33,1947,外部通所リハⅢ１７５,1154,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
555,33,2451,外部通所リハⅢ２１１,318,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
556,33,2452,外部通所リハⅢ２１２,346,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
557,33,2453,外部通所リハⅢ２１３,370,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
558,33,2454,外部通所リハⅢ２１４,397,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
559,33,2455,外部通所リハⅢ２１５,422,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
560,33,2461,外部通所リハⅢ２２１,331,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
561,33,2462,外部通所リハⅢ２２２,381,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
562,33,2463,外部通所リハⅢ２２３,429,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
563,33,2464,外部通所リハⅢ２２４,478,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
564,33,2465,外部通所リハⅢ２２５,527,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
565,33,2471,外部通所リハⅢ２３１,419,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
566,33,2472,外部通所リハⅢ２３２,488,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
567,33,2473,外部通所リハⅢ２３３,554,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
568,33,2474,外部通所リハⅢ２３４,639,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
569,33,2475,外部通所リハⅢ２３５,725,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
570,33,2481,外部通所リハⅢ２４１,468,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
571,33,2482,外部通所リハⅢ２４２,545,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
572,33,2483,外部通所リハⅢ２４３,620,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
573,33,2484,外部通所リハⅢ２４４,716,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
574,33,2485,外部通所リハⅢ２４５,812,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
575,33,2486,外部通所リハⅢ２５１,521,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
576,33,2487,外部通所リハⅢ２５２,618,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
577,33,2488,外部通所リハⅢ２５３,714,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
578,33,2489,外部通所リハⅢ２５４,827,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
579,33,2490,外部通所リハⅢ２５５,939,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
580,33,2491,外部通所リハⅢ２６１,603,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
581,33,2492,外部通所リハⅢ２６２,717,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
582,33,2493,外部通所リハⅢ２６３,827,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
583,33,2494,外部通所リハⅢ２６４,959,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
584,33,2495,外部通所リハⅢ２６５,1090,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
585,33,2496,外部通所リハⅢ２７１,637,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
586,33,2497,外部通所リハⅢ２７２,757,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
587,33,2498,外部通所リハⅢ２７３,876,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
588,33,2499,外部通所リハⅢ２７４,1016,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
589,33,2500,外部通所リハⅢ２７５,1154,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
590,33,2631,外部通所リハⅢ３１１,318,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
591,33,2632,外部通所リハⅢ３１２,346,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
592,33,2633,外部通所リハⅢ３１３,370,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
593,33,2634,外部通所リハⅢ３１４,397,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
594,33,2635,外部通所リハⅢ３１５,422,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
595,33,2636,外部通所リハⅢ３２１,331,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
596,33,2637,外部通所リハⅢ３２２,381,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
597,33,2638,外部通所リハⅢ３２３,429,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
598,33,2639,外部通所リハⅢ３２４,478,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
599,33,2640,外部通所リハⅢ３２５,527,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
600,33,2641,外部通所リハⅢ３３１,419,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
601,33,2642,外部通所リハⅢ３３２,488,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
602,33,2643,外部通所リハⅢ３３３,554,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
603,33,2644,外部通所リハⅢ３３４,639,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
604,33,2645,外部通所リハⅢ３３５,725,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
605,33,2646,外部通所リハⅢ３４１,468,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
606,33,2647,外部通所リハⅢ３４２,545,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
607,33,2648,外部通所リハⅢ３４３,620,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
608,33,2649,外部通所リハⅢ３４４,716,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
609,33,2650,外部通所リハⅢ３４５,812,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
610,33,2651,外部通所リハⅢ３５１,521,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
611,33,2652,外部通所リハⅢ３５２,618,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
612,33,2653,外部通所リハⅢ３５３,714,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
613,33,2654,外部通所リハⅢ３５４,827,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
614,33,2655,外部通所リハⅢ３５５,939,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
615,33,2656,外部通所リハⅢ３６１,603,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
616,33,2657,外部通所リハⅢ３６２,717,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
617,33,2658,外部通所リハⅢ３６３,827,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
618,33,2659,外部通所リハⅢ３６４,959,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
619,33,2660,外部通所リハⅢ３６５,1090,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
620,33,2661,外部通所リハⅢ３７１,637,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
621,33,2662,外部通所リハⅢ３７２,757,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
622,33,2663,外部通所リハⅢ３７３,876,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
623,33,2664,外部通所リハⅢ３７４,1016,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
624,33,2665,外部通所リハⅢ３７５,1154,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
625,33,2001,外部車いす貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
626,33,2002,外部車いす付属品貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
627,33,2003,外部特殊寝台貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
628,33,2004,外部特殊寝台付属品貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
629,33,2005,外部床ずれ防止用具貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
630,33,2006,外部体位変換器貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
631,33,2007,外部手すり貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
632,33,2008,外部スロープ貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
633,33,2009,外部歩行器貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
634,33,2010,外部歩行補助つえ貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
635,33,2011,外部徘徊感知機器貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
636,33,2012,外部移動用リフト貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
637,33,2013,外部自動排泄処理装置貸与,0,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,1
638,33,2501,外部地域通所介護２１・時減,274,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
639,33,2502,外部地域通所介護２２・時減,314,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
640,33,2503,外部地域通所介護２３・時減,355,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
641,33,2504,外部地域通所介護２４・時減,395,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
642,33,2505,外部地域通所介護２５・時減,437,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
643,33,2511,外部地域通所介護１１,374,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
644,33,2512,外部地域通所介護１２,428,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
645,33,2513,外部地域通所介護１３,484,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
646,33,2514,外部地域通所介護１４,538,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
647,33,2515,外部地域通所介護１５,595,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
648,33,2516,外部地域通所介護２１,392,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
649,33,2517,外部地域通所介護２２,449,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
650,33,2518,外部地域通所介護２３,508,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
651,33,2519,外部地域通所介護２４,564,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
652,33,2520,外部地域通所介護２５,624,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
653,33,2521,外部地域通所介護３１,590,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
654,33,2522,外部地域通所介護３２,696,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
655,33,2523,外部地域通所介護３３,804,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
656,33,2524,外部地域通所介護３４,909,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
657,33,2525,外部地域通所介護３５,1017,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
658,33,2526,外部地域通所介護４１,608,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
659,33,2527,外部地域通所介護４２,718,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
660,33,2528,外部地域通所介護４３,830,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
661,33,2529,外部地域通所介護４４,941,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
662,33,2530,外部地域通所介護４５,1051,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
663,33,2531,外部地域通所介護５１,675,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
664,33,2532,外部地域通所介護５２,798,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
665,33,2533,外部地域通所介護５３,925,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
666,33,2534,外部地域通所介護５４,1051,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
667,33,2535,外部地域通所介護５５,1177,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
668,33,2536,外部地域通所介護６１,702,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
669,33,2537,外部地域通所介護６２,830,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
670,33,2538,外部地域通所介護６３,961,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
671,33,2539,外部地域通所介護６４,1094,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
672,33,2540,外部地域通所介護６５,1224,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
673,33,2543,外部地域療養通所介護,11422,30,2021/4/1,9999/12/1,2,,,,,,,,,,1,1,0
674,33,2544,外部地域療養通所介護・日割,376,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
675,33,2101,外部認知通介Ⅰⅰ２１・時減,324,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
676,33,2102,外部認知通介Ⅰⅰ２２・時減,356,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
677,33,2103,外部認知通介Ⅰⅰ２３・時減,389,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
678,33,2104,外部認知通介Ⅰⅰ２４・時減,422,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
679,33,2105,外部認知通介Ⅰⅰ２５・時減,454,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
680,33,2111,外部認知通介Ⅰⅰ１１,488,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
681,33,2112,外部認知通介Ⅰⅰ１２,536,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
682,33,2113,外部認知通介Ⅰⅰ１３,587,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
683,33,2114,外部認知通介Ⅰⅰ１４,636,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
684,33,2115,外部認知通介Ⅰⅰ１５,685,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
685,33,2116,外部認知通介Ⅰⅰ２１,511,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
686,33,2117,外部認知通介Ⅰⅰ２２,563,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
687,33,2118,外部認知通介Ⅰⅰ２３,615,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
688,33,2119,外部認知通介Ⅰⅰ２４,666,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
689,33,2181,外部認知通介Ⅰⅰ２５,717,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
690,33,2121,外部認知通介Ⅰⅰ３１,770,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
691,33,2122,外部認知通介Ⅰⅰ３２,853,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
692,33,2123,外部認知通介Ⅰⅰ３３,934,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
693,33,2124,外部認知通介Ⅰⅰ３４,1017,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
694,33,2125,外部認知通介Ⅰⅰ３５,1101,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
695,33,2126,外部認知通介Ⅰⅰ４１,790,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
696,33,2127,外部認知通介Ⅰⅰ４２,875,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
697,33,2128,外部認知通介Ⅰⅰ４３,958,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
698,33,2129,外部認知通介Ⅰⅰ４４,1043,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
699,33,2182,外部認知通介Ⅰⅰ４５,1129,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
700,33,2131,外部認知通介Ⅰⅰ５１,893,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
701,33,2132,外部認知通介Ⅰⅰ５２,990,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
702,33,2133,外部認知通介Ⅰⅰ５３,1087,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
703,33,2134,外部認知通介Ⅰⅰ５４,1184,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
704,33,2135,外部認知通介Ⅰⅰ５５,1282,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
705,33,2136,外部認知通介Ⅰⅰ６１,922,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
706,33,2137,外部認知通介Ⅰⅰ６２,1022,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
707,33,2138,外部認知通介Ⅰⅰ６３,1121,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
708,33,2139,外部認知通介Ⅰⅰ６４,1223,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
709,33,2183,外部認知通介Ⅰⅰ６５,1322,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
710,33,2141,外部認知通介Ⅰⅱ２１・時減,293,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
711,33,2142,外部認知通介Ⅰⅱ２２・時減,322,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
712,33,2143,外部認知通介Ⅰⅱ２３・時減,352,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
713,33,2144,外部認知通介Ⅰⅱ２４・時減,381,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
714,33,2145,外部認知通介Ⅰⅱ２５・時減,410,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
715,33,2151,外部認知通介Ⅰⅱ１１,441,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
716,33,2152,外部認知通介Ⅰⅱ１２,486,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
717,33,2153,外部認知通介Ⅰⅱ１３,529,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
718,33,2154,外部認知通介Ⅰⅱ１４,574,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
719,33,2155,外部認知通介Ⅰⅱ１５,618,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
720,33,2156,外部認知通介Ⅰⅱ２１,463,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
721,33,2157,外部認知通介Ⅰⅱ２２,509,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
722,33,2158,外部認知通介Ⅰⅱ２３,555,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
723,33,2159,外部認知通介Ⅰⅱ２４,601,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
724,33,2184,外部認知通介Ⅰⅱ２５,647,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
725,33,2161,外部認知通介Ⅰⅱ３１,692,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
726,33,2162,外部認知通介Ⅰⅱ３２,767,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
727,33,2163,外部認知通介Ⅰⅱ３３,841,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
728,33,2164,外部認知通介Ⅰⅱ３４,913,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
729,33,2165,外部認知通介Ⅰⅱ３５,987,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
730,33,2166,外部認知通介Ⅰⅱ４１,709,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
731,33,2167,外部認知通介Ⅰⅱ４２,787,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
732,33,2168,外部認知通介Ⅰⅱ４３,862,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
733,33,2169,外部認知通介Ⅰⅱ４４,936,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
734,33,2185,外部認知通介Ⅰⅱ４５,1013,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
735,33,2171,外部認知通介Ⅰⅱ５１,803,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
736,33,2172,外部認知通介Ⅰⅱ５２,888,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
737,33,2173,外部認知通介Ⅰⅱ５３,976,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
738,33,2174,外部認知通介Ⅰⅱ５４,1063,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
739,33,2175,外部認知通介Ⅰⅱ５５,1148,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
740,33,2176,外部認知通介Ⅰⅱ６１,828,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
741,33,2177,外部認知通介Ⅰⅱ６２,916,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
742,33,2178,外部認知通介Ⅰⅱ６３,1006,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
743,33,2179,外部認知通介Ⅰⅱ６４,1097,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
744,33,2180,外部認知通介Ⅰⅱ６５,1186,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
745,33,2201,外部認知通介Ⅱ２１・時減,158,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
746,33,2202,外部認知通介Ⅱ２２・時減,165,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
747,33,2203,外部認知通介Ⅱ２３・時減,170,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
748,33,2204,外部認知通介Ⅱ２４・時減,176,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
749,33,2205,外部認知通介Ⅱ２５・時減,181,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
750,33,2211,外部認知通介Ⅱ１１,239,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
751,33,2212,外部認知通介Ⅱ１２,248,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
752,33,2213,外部認知通介Ⅱ１３,257,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
753,33,2214,外部認知通介Ⅱ１４,265,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
754,33,2215,外部認知通介Ⅱ１５,274,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
755,33,2216,外部認知通介Ⅱ２１,250,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
756,33,2217,外部認知通介Ⅱ２２,260,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
757,33,2218,外部認知通介Ⅱ２３,268,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
758,33,2219,外部認知通介Ⅱ２４,277,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
759,33,2186,外部認知通介Ⅱ２５,286,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
760,33,2221,外部認知通介Ⅱ３１,400,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
761,33,2222,外部認知通介Ⅱ３２,413,1,2021/4/1,9999/12/1,1,,,,,,,,,,1,1,0
